total_rooms,population,median_income,median_house_value
2016,1083,5.1727,230200
4314,1662,5.0997,170100
151,380,1.4224,189600
3349,2029,2.9647,88800
1019,501,2.5259,81300
3403,1540,3.6354,162900
1951,1362,3,163200
3605,3637,2.6328,160700
3888,1830,1.8238,158600
2207,2232,2.375,98500
2375,863,3.0086,126900
3457,1327,3.6597,252300
1016,729,4.3,151300
5024,3208,3.6025,116400
2388,1078,3.5221,443300
1887,795,3.25,159600
4051,1499,4.8711,286600
1430,872,4.0833,141000
690,316,3.7813,209100
6248,3795,4.1264,124600
5998,3182,5.2692,174800
2417,973,3.0568,85600
517,391,4.0682,156900
1972,1029,3.7337,209000
4683,3073,3.0495,98300
847,733,5.2149,201900
859,541,1.6838,57900
300,160,2.1786,120800
2171,1527,2.3011,57500
2358,2302,1.9688,53900
2987,1821,4.8889,138900
1042,650,3.1,84200
9018,4438,4.988,263700
5015,3900,1.2269,181900
2355,1248,5.9714,332500
729,431,4.2188,131300
952,321,1.5208,89000
2590,1093,3.9375,341200
1871,2595,2.0044,212500
2930,1648,2.6458,372200
2647,1459,3.4474,253400
3940,2140,3.0357,91300
2349,1266,4.9688,233100
1793,1303,3.0759,123700
2467,1433,1.8571,53500
5544,3008,5.322,282700
921,368,6.0842,261100
5236,2725,3.775,93400
530,398,4.2031,212500
1189,445,4.8824,396400
2451,2536,2.3098,173100
978,462,3.625,156300
2295,1543,2.3851,194100
2663,1403,4.2667,410200
3281,2385,2.7308,173800
2116,1109,2.535,174000
3461,1518,3.5684,78700
1926,917,3.3889,68500
828,446,4.4375,327600
3910,2097,3.8247,208700
2386,1101,4.6908,218200
8414,5146,3.2794,92500
1809,2051,1.8144,49800
2082,1396,3.25,185300
1139,772,4.375,204700
1499,1237,3.9333,162300
1172,685,3.1442,130300
1471,1418,1.7432,42500
2104,1578,3.0833,88400
3305,2085,2.6641,168200
2023,649,4.7396,441700
6988,2044,2.4308,90600
2162,1048,2.6797,81800
1452,897,4.1319,322700
4489,2867,4.806,279700
1808,968,3.7067,175000
1808,758,2.0062,92000
1788,1652,2.6858,62400
996,731,2.2697,127000
2231,940,5.4165,435100
1912,1002,3.0375,126300
2029,1327,4.1836,164300
3757,1291,5.2001,235600
470,522,2.0368,243800
1736,638,2.5517,147100
1545,788,4.5469,500001
1185,588,5.0832,196900
1368,2312,2.5599,151400
2015,746,1.7153,77100
2614,1275,3.4464,122900
4133,1691,5.1097,288000
764,366,3.375,103100
2648,1160,5.9357,207400
6909,2974,3.6875,353900
6146,2821,4.67,127600
1651,633,4.2802,194800
2174,1030,3.5707,341700
3064,1704,3.9329,170900
2874,3078,1.8843,55200
431,239,3.3182,282100
1422,1057,2.3347,208100
1817,1376,2.4113,214200
5762,2551,3.0723,137300
3807,1821,3.6518,164300
1741,872,3.4219,194500
7538,3450,5.4625,223600
3400,1575,6.0961,295500
4735,2600,5.0764,228600
2058,1208,3.6429,230000
4999,2687,4.2324,142100
1362,698,3.6458,173800
2549,1156,3.3333,374300
676,543,3.2361,187500
1424,632,4.0625,295200
2202,1415,4.43,207700
4183,1886,4.8787,175300
408,302,1.8333,69800
9311,7302,4.419,156900
1444,1177,3.6,164600
1771,1046,4.775,143300
2087,1342,4.2149,199000
1626,677,2.3125,170800
2722,1565,5.1645,164100
1489,743,4.8611,456100
2813,1337,3.7083,252400
3159,1343,2.4805,73200
1503,554,1.6786,126600
567,565,1.8281,62900
7982,6437,4.1279,223900
868,1133,2.0995,87500
2734,1562,3.3906,284100
5323,2493,5.6762,271300
913,508,0.9914,147500
2532,1396,4.0417,114500
5944,2372,3.8819,328900
10235,5271,3.6071,159100
2369,3259,2.1964,158500
3569,1540,5.2998,247200
2563,1363,1.023,54200
1358,586,3.1645,170800
1222,819,3.9118,129400
1493,1144,0.7683,81800
1916,1019,2.4881,87500
12139,5359,3.292,227300
3562,1607,5.0162,283100
3203,1761,4.0911,239700
2373,990,4.175,98300
1525,2510,1.6355,162500
2383,990,3.9688,483300
1482,1059,1.2617,42700
2529,1504,2.9821,115600
2503,1218,5.3683,500001
1979,952,4.0815,216200
2582,2038,3.0877,174200
2641,1167,2.2875,132400
4123,1895,3.2759,195000
2668,1437,3.3125,100000
1860,1123,3.4926,94200
1362,378,1.9,162500
2756,971,5.5871,500001
1354,679,1.7788,97400
1721,1878,2.5363,83900
3038,1501,5.5584,241700
1650,541,6.0238,500001
9559,5279,5.1515,318900
1125,521,2.2188,106300
1907,921,4.875,200400
1299,705,2.8333,103000
1051,455,3.6389,130200
1148,481,5.454,240900
173,401,2.1094,75000
3727,1724,6.1419,327300
3506,1977,2.981,129100
1799,3416,3.0083,163500
1398,788,1.4668,64600
4284,2163,6.1509,315100
2320,1245,3.2465,97200
1404,889,4.0049,190000
3526,1725,5.7812,275000
4201,1667,4.8839,134100
1592,969,6.1576,248700
1472,768,3.4643,160900
1246,637,3.6625,184600
2108,1243,3.6731,167000
1730,1008,3.9408,327700
2017,1388,4.0774,171600
984,1024,2.125,153500
1568,710,2.7042,286600
1308,901,2.8269,98000
1387,638,5.5842,88900
2223,1050,5.2421,444500
1635,870,2.7,88900
2644,2021,3.6467,147500
3442,1427,3.1985,106300
2011,1190,1.8654,89400
1138,964,4.537,185300
1468,1295,3.7708,170600
2284,342,3.0921,87500
3042,1720,2.76,95200
1346,1452,1.7292,191700
1878,937,3.4408,95200
2455,1344,1.9732,69400
3127,3257,4.6333,173600
1338,1765,1.7778,109900
2014,1787,1.5515,54100
1104,669,4.3409,256300
2326,1697,3.8633,187900
2714,1823,3.1281,76200
3435,1761,3.4792,107600
2695,1888,3.2857,213300
4131,2002,3.2929,157500
7722,2975,3.6273,150900
1641,659,6.0884,432900
1034,997,2.6538,231800
2290,1278,3.8393,238200
1656,1110,2.1845,59900
1062,631,4.7386,394100
3277,1382,3.875,366100
2858,1388,3.375,100600
282,213,2.35,91700
1606,862,3.962,345800
1627,565,3.8462,342200
2397,1569,4.21,167900
1076,171,2.125,83900
4519,4818,2.8561,179100
3030,1668,4.625,229600
1477,1065,1.8472,137000
2589,1050,4.0435,132600
965,498,1.6944,75200
6902,3136,2.6509,410000
905,989,2.7014,108200
3153,1679,4.7083,205300
2771,1496,3.4042,353600
3205,1647,3.3681,223900
5992,4826,2.7237,233500
1456,2098,1.8929,99200
596,426,3.0221,214300
3293,1678,3.2941,98300
3144,1095,3.4402,192400
1387,855,5.411,201100
1226,711,4.5699,170800
2867,1774,2.9292,183400
4428,3152,4.7932,166300
1401,607,2.8472,218800
4798,3087,2.127,163300
2181,1041,3.7361,320200
1394,716,1.5132,450000
2170,850,2.9107,500001
2701,1368,4.071,137400
2819,1683,2.3205,87600
4371,1790,6.135,297300
921,434,3.0185,500001
10263,6163,3.8803,120000
1489,700,3.8819,289900
1419,1125,2.5,162000
3490,1710,5.9171,333300
4123,1703,1.9891,500000
1558,793,5.1463,220200
1571,1001,3.6875,111400
1503,690,2.6033,162900
4015,1864,4.3152,159300
3921,2830,4.5053,123700
1712,1036,4.0508,183900
1747,1055,5.898,229100
1165,997,0.9817,166300
4859,3351,3.6875,211900
1156,583,3.1972,100000
2233,919,3.2578,85200
462,261,2.1705,53000
2734,1308,5.9265,227300
1115,1472,3.1392,146200
1178,586,2.6477,43500
2381,1485,4.3898,270000
3675,1553,4.6905,316300
525,627,2.6964,125000
7812,3275,4.3826,146600
1084,920,3.7279,162200
4603,2191,4.5743,382200
1697,1181,1.9234,74600
1989,1401,4.1603,160500
441,390,1.6513,90200
2332,1135,5.5658,331200
1100,940,3.6953,150000
4773,1954,4.3862,184800
3457,1700,3.5164,226500
1893,936,5.1842,157700
2426,1085,5.1523,387800
2722,1164,4.6591,239900
2797,1156,4.3472,500001
1201,733,3.3804,105800
2693,1219,5.17,335400
1478,1735,1.8875,136700
2878,1444,3.1439,192300
1962,1274,4.8304,160600
4059,1700,2.4526,97100
3575,1777,5.7192,283500
5287,2031,5.457,337300
3019,1639,1.5288,103400
943,466,3.1458,116000
3032,1208,5.4683,430900
1062,1026,2.7153,265500
2921,1541,3.6827,264100
3640,3537,3.4784,152200
1560,1467,4.1429,159800
2108,1485,4.0775,241400
4026,2264,3.1327,218100
4329,1913,4.5094,160200
1797,1610,4.2422,237500
1648,1120,2.0042,114200
5455,3015,4.2321,162800
3148,2850,1.9549,221500
1991,804,3.4492,98800
202,75,4.125,216700
943,803,5.2287,191100
3050,2153,3.1103,214100
1193,570,4.4659,237500
1739,938,2.4429,228800
1574,1772,1.8625,90200
1716,1343,2.9688,211400
10239,4210,3.6997,225000
1963,1208,2.5741,73000
2073,826,3.055,224100
