"state","Pollster","Obama","McCain","middate","margin","days"
"OH","SurveyUSA-3",43,50,2008-01-05,-7,304
"OH","Election 2004-1",49,51,2008-01-01,-2,308
"OK","SurveyUSA-2",34,63,2008-10-28,-29,7
"OK","SurveyUSA-2",35,59,2008-10-18,-24,17
"OK","TV Poll-3",32,63,2008-10-11,-31,24
"OK","TV Poll-2",29,66,2008-10-04,-37,31
"OK","SurveyUSA-2",34,64,2008-09-28,-30,37
"OK","Research 2000-2",36,59,2008-09-16,-23,49
"OK","ARG-4",34,61,2008-09-16,-27,49
"OK","Rasmussen-1",32,63,2008-09-11,-31,54
"OK","SurveyUSA-3",32,65,2008-09-06,-33,59
"OK","Sooner Poll-5",24,56,2008-07-21,-32,106
"OK","Research 2000-3",38,52,2008-06-10,-14,147
"OK","SurveyUSA-3",34,57,2008-02-27,-23,251
"OK","Election 2004-1",34,66,2008-01-01,-32,308
"OR","Rasmussen-1",54,42,2008-10-30,12,5
"OR","SurveyUSA-2",57,38,2008-10-29,19,6
"OR","Research 2000-3",55,39,2008-10-28,16,7
"OR","SurveyUSA-2",57,38,2008-10-25,19,10
"OR","Northern Arizona U.-10",49,41,2008-10-22,8,13
"OR","Riley Research-11",48,34,2008-10-15,14,20
"OR","Research 2000-2",53,38,2008-10-14,15,21
"OR","Rasmussen-1",54,41,2008-10-14,13,21
"OR","SurveyUSA-2",57,40,2008-10-11,17,24
"OR","Rasmussen-1",54,43,2008-10-09,11,26
"OR","Research 2000-3",53,39,2008-09-23,14,42
"OR","SurveyUSA-2",52,41,2008-09-22,11,43
"OR","ARG-4",52,41,2008-09-20,11,45
"OR","Rasmussen-1",51,47,2008-09-15,4,50
"OR","Davis Hibbitts Midghall-4",50,40,2008-09-12,10,53
"OR","Rasmussen-1",47,37,2008-08-07,10,89
"OR","SurveyUSA-3",48,45,2008-08-03,3,93
"OR","Rasmussen-1",46,37,2008-07-16,9,111
"OR","SurveyUSA-3",48,45,2008-06-18,3,139
"OR","Rasmussen-1",46,38,2008-06-11,8,146
"OR","SurveyUSA-3",49,39,2008-05-17,10,171
"OR","Rasmussen-1",52,38,2008-05-07,14,181
"OR","SurveyUSA-3",51,42,2008-04-12,9,206
"OR","Rasmussen-1",48,42,2008-03-26,6,223
"OR","SurveyUSA-3",50,41,2008-03-15,9,234
"OR","SurveyUSA-3",49,41,2008-02-27,8,251
"OR","SurveyUSA-3",48,47,2008-02-16,1,262
"OR","Rasmussen-1",49,40,2008-02-13,9,265
"OR","Riley Res.-12",46,38,2008-02-12,8,266
"OR","SurveyUSA-3",47,47,2008-01-12,0,297
"OR","Election 2004-1",52,48,2008-01-01,4,308
"PA","Rasmussen-1",52,46,2008-11-01,6,3
"PA","Zogby-4",54,40,2008-10-31,14,4
"PA","Rasmussen-1",51,47,2008-10-30,4,5
"PA","SurveyUSA-3",51,44,2008-10-30,7,5
"PA","ARG-3",51,45,2008-10-30,6,5
"PA","Muhlenberg Coll.-5",52,45,2008-10-30,7,5
"PA","Mason-Dixon-2",47,43,2008-10-27,4,8
"PA","Rasmussen-1",53,46,2008-10-27,7,8
"PA","Marist Coll.-2",55,41,2008-10-26,14,9
"PA","Insider Advantage-1",51,42,2008-10-26,9,9
"PA","Opinion Research-6",55,43,2008-10-25,12,10
"PA","Muhlenberg Coll.-5",53,41,2008-10-25,12,10
"PA","GfK Roper-5",52,40,2008-10-24,12,11
"PA","Siena Coll.-5",53,40,2008-10-24,13,11
"PA","Quinnipiac U.-5",53,41,2008-10-24,12,11
"PA","Franklin+Marshall Coll.-6",53,40,2008-10-23,13,12
"PA","Temple U.-7",50,41,2008-10-23,9,12
"PA","SurveyUSA-2",53,41,2008-10-21,12,14
"PA","U. of Wisconsin-4",52,41,2008-10-20,11,15
"PA","Muhlenberg Coll.-5",52,42,2008-10-20,10,15
"PA","Quinnipiac U.-6",53,40,2008-10-18,13,17
"PA","Financial Dynamics-5",51,41,2008-10-18,10,17
"PA","Susquehanna Polling-4",48,40,2008-10-17,8,18
"PA","Muhlenberg Coll.-5",52,39,2008-10-15,13,20
"PA","SurveyUSA-3",55,40,2008-10-12,15,23
"PA","Muhlenberg Coll.-5",51,38,2008-10-10,13,25
"PA","Muhlenberg Coll.-5",50,39,2008-10-07,11,28
"PA","Marist Coll.-4",53,41,2008-10-06,12,29
"PA","Rasmussen-1",54,41,2008-10-06,13,29
"PA","SurveyUSA-2",55,40,2008-10-05,15,30
"PA","West Chester U.-4",52,42,2008-10-04,10,31
"PA","Muhlenberg Coll.-5",50,40,2008-10-02,10,33
"PA","Rasmussen-1",50,42,2008-09-28,8,37
"PA","Quinnipiac U.-3",54,39,2008-09-28,15,37
"PA","Muhlenberg Coll.-5",49,41,2008-09-27,8,38
"PA","Franklin+Marshall Coll.-6",48,43,2008-09-25,5,40
"PA","Rasmussen-1",49,45,2008-09-24,4,41
"PA","SurveyUSA-2",50,44,2008-09-23,6,42
"PA","Muhlenberg Coll.-5",47,43,2008-09-23,4,42
"PA","Opinion Research-3",53,44,2008-09-22,9,43
"PA","Rasmussen-1",48,45,2008-09-21,3,44
"PA","ARG-3",50,46,2008-09-21,4,44
"PA","Financial Dynamics-5",43,41,2008-09-20,2,45
"PA","Mason-Dixon-3",46,44,2008-09-17,2,48
"PA","U. of Wisconsin-4",45,45,2008-09-15,0,50
"PA","Rasmussen-1",47,47,2008-09-14,0,51
"PA","Marist Coll.-5",49,44,2008-09-13,5,52
"PA","Rasmussen-1",47,45,2008-09-07,2,58
"PA","Quinnipiac U.-5",48,45,2008-09-07,3,58
"PA","Opinion Research-3",48,43,2008-08-25,5,71
"PA","Quinnipiac U.-8",49,42,2008-08-20,7,76
"PA","Rasmussen-1",45,40,2008-08-19,5,77
"PA","Susquehanna Polling-4",46,41,2008-08-12,5,84
"PA","Franklin+Marshall Coll.-7",46,41,2008-08-07,5,89
"PA","Quinnipiac U.-7",49,42,2008-07-26,7,101
"PA","Rasmussen-1",47,42,2008-07-23,5,104
"PA","Rasmussen-1",46,42,2008-06-22,4,135
"PA","Quinnipiac U.-8",52,40,2008-06-12,12,145
"PA","Rasmussen-1",45,43,2008-05-21,2,167
"PA","SurveyUSA-3",48,40,2008-05-17,8,171
"PA","Quinnipiac U.-8",46,40,2008-05-16,6,172
"PA","Susquehanna Polling-6",46,39,2008-05-03,7,185
"PA","Quinnipiac U.-7",47,38,2008-04-26,9,192
"PA","Rasmussen-1",43,44,2008-04-24,-1,194
"PA","Rasmussen-1",47,39,2008-04-09,8,209
"PA","Temple U.-14",47,40,2008-04-02,7,216
"PA","Quinnipiac U.-8",43,39,2008-03-27,4,222
"PA","Rasmussen-1",43,44,2008-03-10,-1,239
"PA","Susquehanna Polling-6",41,45,2008-03-07,-4,242
"PA","SurveyUSA-3",42,47,2008-02-27,-5,251
"PA","Franklin+Marshall Coll.-6",43,44,2008-02-15,-1,263
"PA","Rasmussen-1",49,39,2008-02-14,10,264
"PA","Muhlenberg Coll.-9",39,42,2008-02-13,-3,265
"PA","Quinnipiac U.-7",42,41,2008-02-09,1,269
"PA","Rasmussen-1",38,46,2008-01-08,-8,301
"PA","Election 2004-1",51,49,2008-01-01,2,308
"RI","Opinion Factor-2",48,26,2008-09-30,22,35
"RI","Brown U.-2",47,34,2008-09-15,13,50
"RI","Rasmussen-1",58,39,2008-09-13,19,52
"RI","ARG-3",59,33,2008-09-12,26,53
"RI","Brown U.-3",51,30,2008-08-19,21,77
"RI","Rasmussen-1",55,31,2008-06-30,24,127
"RI","Rhode Island Coll.-10",53,25,2008-06-22,28,135
"RI","SurveyUSA-3",53,38,2008-02-27,15,251
"RI","Election 2004-1",60,39,2008-01-01,21,308
"SC","SurveyUSA-2",44,52,2008-10-28,-8,7
"SC","Princeton Survey-4",42,53,2008-10-26,-11,9
"SC","Rasmussen-1",43,54,2008-10-20,-11,15
"SC","SurveyUSA-2",41,55,2008-10-12,-14,23
"SC","Winthrop U.-22",35,55,2008-10-08,-20,27
"SC","Research 2000-3",39,54,2008-09-23,-15,42
"SC","SurveyUSA-2",39,58,2008-09-21,-19,44
"SC","Rasmussen-1",45,51,2008-09-18,-6,47
"SC","ARG-4",37,59,2008-09-15,-22,50
"SC","Research 2000-2",40,53,2008-07-22,-13,105
"SC","Rasmussen-1",39,48,2008-06-05,-9,152
"SC","SurveyUSA-3",45,48,2008-02-27,-3,251
"SC","Election 2004-1",41,58,2008-01-01,-17,308
"SD","Rasmussen-1",44,53,2008-10-30,-9,5
"SD","Research 2000-3",41,50,2008-10-23,-9,12
"SD","Mason-Dixon-3",41,48,2008-10-14,-7,21
"SD","ARG-3",39,55,2008-09-20,-16,45
"SD","Rasmussen-1",37,54,2008-09-09,-17,56
"SD","Rasmussen-1",43,47,2008-07-09,-4,118
"SD","Dakota Wesleyan U.-11",34,51,2008-03-29,-17,220
"SD","Rasmussen-1",38,48,2008-03-04,-10,245
"SD","SurveyUSA-3",43,47,2008-02-27,-4,251
"SD","Election 2004-1",38,60,2008-01-01,-22,308
"TN","Research 2000-2",38,54,2008-10-21,-16,14
"TN","Rasmussen-1",42,54,2008-10-16,-12,19
"TN","Rasmussen-1",39,58,2008-09-29,-19,36
"TN","Mason-Dixon-3",39,55,2008-09-23,-16,42
"TN","Middle Tenn. State U.-13",35,55,2008-09-21,-20,44
"TN","Middle Tenn. State U.-13",36,48,2008-09-21,-12,44
"TN","ARG-4",36,59,2008-09-17,-23,48
"TN","Rasmussen-1",32,56,2008-08-20,-24,76
"TN","Rasmussen-1",36,51,2008-06-24,-15,133
"TN","Rasmussen-1",31,58,2008-04-03,-27,215
"TN","SurveyUSA-3",38,54,2008-02-27,-16,251
"TN","Middle Tenn. State U.-13",36,50,2008-02-17,-14,261
"TN","Election 2004-1",43,57,2008-01-01,-14,308
"TX","Rasmussen-1",44,54,2008-10-21,-10,14
"TX","U. of Texas-8",40,51,2008-10-18,-11,17
"TX","Research 2000-2",40,52,2008-10-14,-12,21
"TX","ARG-4",38,57,2008-10-06,-19,29
"TX","Rasmussen-1",43,52,2008-09-29,-9,36
"TX","ARG-4",36,57,2008-09-14,-21,51
"TX","Rasmussen-1",41,50,2008-08-21,-9,75
"TX","Rasmussen-1",41,50,2008-07-30,-9,97
"TX","U. of Texas-13",33,43,2008-07-24,-10,103
"TX","Rasmussen-1",39,48,2008-06-25,-9,132
"TX","Texas Lyceum-9",38,43,2008-06-16,-5,141
"TX","Rasmussen-1",39,52,2008-06-02,-13,155
"TX","Research 2000-3",39,52,2008-05-06,-13,182
"TX","Rasmussen-1",43,48,2008-05-01,-5,187
"TX","SurveyUSA-3",46,47,2008-02-27,-1,251
"TX","SurveyUSA-3",41,49,2008-02-24,-8,254
"TX","Opinion Res.-4",44,52,2008-02-15,-8,263
"TX","Election 2004-1",38,61,2008-01-01,-23,308
"UT","Dan Jones-7",32,57,2008-10-27,-25,8
"UT","Mason-Dixon-3",32,55,2008-10-24,-23,11
"UT","ARG-4",29,65,2008-09-11,-36,54
"UT","Rasmussen-1",32,64,2008-09-10,-32,55
"UT","Dan Jones-4",24,62,2008-09-09,-38,56
"UT","Mason-Dixon-3",23,62,2008-08-14,-39,82
"UT","Rasmussen-1",33,52,2008-06-19,-19,138
"UT","Dan Jones-4",29,57,2008-06-17,-28,140
"UT","Dan Jones-7",27,62,2008-05-16,-35,172
"UT","SurveyUSA-3",39,50,2008-02-27,-11,251
"UT","Election 2004-1",26,71,2008-01-01,-45,308
"VT","Research 2000-3",57,36,2008-10-25,21,10
"VT","Rasmussen-1",60,36,2008-10-09,24,26
"VT","ARG-5",56,38,2008-09-20,18,45
"VT","Rasmussen-1",60,36,2008-09-13,24,52
"VT","Research 2000-4",55,36,2008-09-12,19,53
"VT","SurveyUSA-3",63,29,2008-02-27,34,251
"VT","Research 2000-3",57,36,2008-02-20,21,258
"VT","Election 2004-1",59,39,2008-01-01,20,308
"VA","Zogby-4",51,45,2008-10-31,6,4
"VA","SurveyUSA-3",50,46,2008-10-31,4,4
"VA","Mason-Dixon-2",47,44,2008-10-29,3,6
"VA","Marist Coll.-2",51,47,2008-10-26,4,9
"VA","Rasmussen-1",51,47,2008-10-26,4,9
"VA","SurveyUSA-2",52,43,2008-10-25,9,10
"VA","Opinion Research-6",53,44,2008-10-25,9,10
"VA","Financial Dynamics-5",48,44,2008-10-25,4,10
"VA","Zogby-4",52,45,2008-10-24,7,11
"VA","GfK Roper-5",49,42,2008-10-24,7,11
"VA","Washington Post-4",52,44,2008-10-23,8,12
"VA","Roanoke Coll.-8",48,39,2008-10-22,9,13
"VA","Virg. Commonwealth U.-3",51,40,2008-10-21,11,14
"VA","Mason-Dixon-2",47,45,2008-10-20,2,15
"VA","Opinion Research-3",54,44,2008-10-20,10,15
"VA","SurveyUSA-2",51,45,2008-10-18,6,17
"VA","Rasmussen-1",54,44,2008-10-16,10,19
"VA","Christopher Newport U.-4",49,43,2008-10-12,6,23
"VA","Opinion Research-4",53,43,2008-10-12,10,23
"VA","Rasmussen-1",50,47,2008-10-12,3,23
"VA","Winthrop U.-22",45,44,2008-10-08,1,27
"VA","Rasmussen-1",50,48,2008-10-05,2,30
"VA","SurveyUSA-2",53,43,2008-10-04,10,31
"VA","Suffolk U.-3",51,39,2008-10-04,12,31
"VA","Mason-Dixon-3",45,48,2008-09-30,-3,35
"VA","Insider Advantage-1",51,45,2008-09-29,6,36
"VA","Opinion Research-3",53,44,2008-09-29,9,36
"VA","Rasmussen-1",50,47,2008-09-28,3,37
"VA","ARG-3",46,49,2008-09-28,-3,37
"VA","Rasmussen-1",50,45,2008-09-25,5,40
"VA","Rasmussen-1",48,50,2008-09-21,-2,44
"VA","SurveyUSA-3",51,45,2008-09-20,6,45
"VA","ABC News-4",49,46,2008-09-19,3,46
"VA","Washington Post-4",49,46,2008-09-19,3,46
"VA","Mason-Dixon-6",44,47,2008-09-19,-3,46
"VA","ARG-4",46,48,2008-09-18,-2,47
"VA","Insider Advantage-1",46,48,2008-09-17,-2,48
"VA","Rasmussen-1",48,48,2008-09-14,0,51
"VA","SurveyUSA-3",50,46,2008-09-13,4,52
"VA","Financial Dynamics-5",41,48,2008-09-13,-7,52
"VA","Christopher Newport U.-5",39,48,2008-09-12,-9,53
"VA","Opinion Research-3",46,50,2008-09-08,-4,57
"VA","Rasmussen-1",47,49,2008-09-07,-2,58
"VA","SurveyUSA-3",47,49,2008-09-06,-2,59
"VA","Insider Advantage-1",43,43,2008-08-12,0,84
"VA","Rasmussen-1",46,45,2008-08-12,1,84
"VA","SurveyUSA-3",47,48,2008-08-09,-1,87
"VA","Rasmussen-1",44,44,2008-07-16,0,111
"VA","SurveyUSA-3",49,47,2008-06-21,2,136
"VA","Rasmussen-1",45,44,2008-06-12,1,145
"VA","SurveyUSA-3",49,42,2008-05-17,7,171
"VA","Virg. Commonwealth U.-7",36,44,2008-05-15,-8,173
"VA","Rasmussen-1",44,47,2008-05-08,-3,180
"VA","SurveyUSA-3",44,52,2008-04-12,-8,206
"VA","Rasmussen-1",41,52,2008-03-27,-11,222
"VA","SurveyUSA-3",48,47,2008-03-15,1,234
"VA","SurveyUSA-3",47,47,2008-02-27,0,251
"VA","Rasmussen-1",44,49,2008-02-19,-5,259
"VA","SurveyUSA-3",51,45,2008-02-16,6,262
"VA","SurveyUSA-2",40,52,2008-01-16,-12,293
"VA","Election 2004-1",45,54,2008-01-01,-9,308
"WA","U. of Washington-5",51,39,2008-10-29,12,6
"WA","SurveyUSA-2",56,39,2008-10-26,17,9
"WA","Rasmussen-1",54,43,2008-10-22,11,13
"WA","U. of Washington-9",55,34,2008-10-22,21,13
"WA","Elway Poll-4",55,36,2008-10-17,19,18
"WA","SurveyUSA-2",56,40,2008-10-12,16,23
"WA","Rasmussen-1",53,43,2008-10-02,10,33
"WA","SurveyUSA-2",54,43,2008-09-21,11,44
"WA","ARG-3",50,44,2008-09-17,6,48
"WA","Rasmussen-1",49,47,2008-09-10,2,55
"WA","Elway Poll-3",45,39,2008-09-07,6,58
"WA","SurveyUSA-3",49,45,2008-09-06,4,59
"WA","SurveyUSA-2",51,44,2008-08-11,7,85
"WA","Rasmussen-1",52,40,2008-08-06,12,90
"WA","Elway Poll-10",47,35,2008-07-26,12,101
"WA","SurveyUSA-3",55,39,2008-07-14,16,113
"WA","Rasmussen-1",51,43,2008-07-09,8,118
"WA","SurveyUSA-3",55,40,2008-06-18,15,139
"WA","Rasmussen-1",53,35,2008-06-09,18,148
"WA","SurveyUSA-3",56,39,2008-06-08,17,149
"WA","Elway Poll-5",44,38,2008-05-23,6,165
"WA","SurveyUSA-3",52,36,2008-05-17,16,171
"WA","Rasmussen-1",51,40,2008-05-12,11,176
"WA","SurveyUSA-1",54,42,2008-05-12,12,176
"WA","SurveyUSA-3",53,40,2008-04-15,13,203
"WA","SurveyUSA-1",51,44,2008-04-07,7,211
"WA","Rasmussen-1",48,43,2008-03-27,5,222
"WA","Elway Poll-3",45,39,2008-03-19,6,230
"WA","SurveyUSA-3",52,41,2008-03-15,11,234
"WA","Rasmussen-1",44,45,2008-02-28,-1,250
"WA","SurveyUSA-3",52,38,2008-02-27,14,251
"WA","SurveyUSA-2",55,38,2008-02-03,17,275
"WA","SurveyUSA-3",52,43,2008-01-12,9,297
"WA","Election 2004-1",53,46,2008-01-01,7,308
"WV","Zogby-4",40,50,2008-10-24,-10,11
"WV","Research 2000-3",43,49,2008-10-23,-6,12
"WV","West Virginia Wesleyan U.-2",44,49,2008-10-20,-5,15
"WV","Rasmussen-1",43,52,2008-10-20,-9,15
"WV","Opinion Research-3",44,53,2008-10-20,-9,15
"WV","Mason-Dixon-2",41,47,2008-10-16,-6,19
"WV","Insider Advantage-1",47,49,2008-10-13,-2,22
"WV","ARG-5",50,42,2008-10-06,8,29
"WV","Rasmussen-1",42,50,2008-09-24,-8,41
"WV","Opinion Research-3",46,50,2008-09-22,-4,43
"WV","ARG-3",45,49,2008-09-15,-4,50
"WV","Mark Blankenship-4",39,44,2008-09-06,-5,59
"WV","Rasmussen-1",37,45,2008-06-02,-8,155
"WV","SurveyUSA-3",35,53,2008-02-27,-18,251
"WV","Election 2004-1",43,56,2008-01-01,-13,308
"WI","SurveyUSA-2",55,39,2008-10-28,16,7
"WI","Research 2000-2",53,42,2008-10-27,11,8
"WI","U. of Wisconsin-8",52,42,2008-10-24,10,11
"WI","U. of Wisconsin-8",54,38,2008-10-24,16,11
"WI","Rasmussen-1",51,44,2008-10-23,7,12
"WI","Research 2000-2",52,41,2008-10-20,11,15
"WI","U. of Wisconsin-4",53,40,2008-10-20,13,15
"WI","SurveyUSA-2",51,43,2008-10-18,8,17
"WI","Financial Dynamics-5",53,40,2008-10-18,13,17
"WI","Mason-Dixon-2",51,39,2008-10-16,12,19
"WI","St. Norbert Coll.-9",51,38,2008-10-13,13,22
"WI","U. of Wisconsin-8",51,36,2008-10-11,15,24
"WI","Quinnipiac U.-5",54,37,2008-10-10,17,25
"WI","Rasmussen-1",54,44,2008-10-06,10,29
"WI","Research 2000-2",51,41,2008-10-05,10,30
"WI","SurveyUSA-2",52,42,2008-10-05,10,30
"WI","Opinion Research-4",51,46,2008-10-04,5,31
"WI","Research 2000-2",49,43,2008-09-22,6,43
"WI","ARG-4",50,45,2008-09-19,5,46
"WI","Quinnipiac U.-8",49,42,2008-09-17,7,48
"WI","U. of Wisconsin-4",45,44,2008-09-15,1,50
"WI","Rasmussen-1",48,46,2008-09-15,2,50
"WI","Opinion Research-3",49,45,2008-09-15,4,50
"WI","Opinion Research-3",50,47,2008-09-15,3,50
"WI","Rasmussen-1",47,43,2008-08-05,4,91
"WI","Wisconsin Policy Res. Inst.-2",44,38,2008-08-03,6,93
"WI","Quinnipiac U.-9",50,39,2008-07-18,11,109
"WI","Rasmussen-1",50,39,2008-07-08,11,119
"WI","Quinnipiac U.-8",52,39,2008-06-20,13,137
"WI","SurveyUSA-4",52,43,2008-06-14,9,143
"WI","U. of Wisconsin-3",50,37,2008-06-09,13,148
"WI","Rasmussen-1",45,43,2008-06-05,2,152
"WI","SurveyUSA-3",48,42,2008-05-17,6,171
"WI","Rasmussen-1",43,47,2008-05-05,-4,183
"WI","U. of Wisconsin-10",47,43,2008-04-19,4,199
"WI","SurveyUSA-3",49,44,2008-04-12,5,206
"WI","St. Norbert Coll.-12",46,42,2008-03-30,4,219
"WI","Rasmussen-1",46,48,2008-03-26,-2,223
"WI","SurveyUSA-3",48,44,2008-03-15,4,234
"WI","SurveyUSA-3",51,40,2008-02-27,11,251
"WI","Rasmussen-1",44,43,2008-02-21,1,257
"WI","SurveyUSA-3",52,42,2008-02-16,10,262
"WI","Election 2004-1",50,49,2008-01-01,1,308
"WY","Research 2000-3",36,61,2008-10-28,-25,7
"WY","SurveyUSA-2",37,58,2008-10-18,-21,17
"WY","Research 2000-3",35,58,2008-10-15,-23,20
"WY","Mason-Dixon-2",32,58,2008-10-13,-26,22
"WY","Research 2000-3",36,57,2008-09-23,-21,42
"WY","Rasmussen-1",39,58,2008-09-10,-19,55
"WY","ARG-3",28,66,2008-09-10,-38,55
"WY","Mason-Dixon-3",25,62,2008-08-14,-37,82
"WY","Research 2000-2",40,53,2008-05-20,-13,168
"WY","SurveyUSA-3",35,54,2008-02-27,-19,251
"WY","Election 2004-1",29,69,2008-01-01,-40,308
